ccaa,provincia,municipio,id,codigo_ine,titularidad,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,foto_2,foto_3,participante,revision
Comunidad Valenciana,Valencia/València,Mislata,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Acceso Plan Parcial Les Viñes Cv 403 Nuevo Acceso A Xirivella C-3215, Sn",-0.433111,39.468611,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Comunidad Valenciana,Valencia/València,Aldaia,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",Alcampo  Hipermercado  (C.c. Bonaire) Ctra.  N-Iii Km. 345,-0.484833,39.470722,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Comunidad Valenciana,Valencia/València,Alzira,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",Alzira/Carcaixent Km 0.400,-0.439472,39.141611,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Comunidad Valenciana,Valencia/València,Villanueva De Castellón,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Area, Arrabal El Pla, 2",-0.538222,39.064694,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Comunidad Valenciana,Valencia/València,Requena,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","At A-3, 281",-1.165306,39.530556,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Comunidad Valenciana,Valencia/València,Buñol,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","At A-3, 322",-0.754528,39.444778,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Comunidad Valenciana,Valencia/València,Chiva,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","At A-3, 337",-0.588833,39.475222,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Andalucía,Sevilla,Dos Hermanas,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","A-4 Km 552,4",-5.952556,37.296389,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Andalucía,Sevilla,Alcalá De Guadaíra,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","A-92 Km 15,4",-5.827611,37.346333,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Andalucía,Sevilla,Las Cabezas De San Juan,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",Ap-4 Km 45,-5.938889,37.000861,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Andalucía,Sevilla,Los Palacios Y Villafranca,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Autopista Ap-4 Km. 20,2",-5.911194,37.19625,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Andalucía,Sevilla,Carrión De Los Céspedes,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",Autopista Autopista Sevilla-Huelva Km. 28,-6.323778,37.358194,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Andalucía,Sevilla,Estepa,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",Autovia A 92 Km 113.700,-4.801167,37.275778,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Comunidad Valenciana,Alicante,Tibi,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",A-7 Km 17,-0.603167,38.498222,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Comunidad Valenciana,Alicante,Alcoy/Alcoi,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Alicante, 1 - P.i. Beniata",-0.477972,38.695083,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Comunidad Valenciana,Alicante,L'alfàs Del Pi,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Ap-1535 Km 2,000",-0.082972,38.567722,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Comunidad Valenciana,Alicante,Agost,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",Autopista Ap 7 Km. 696,-0.599972,38.406528,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Comunidad Valenciana,Alicante,Pedreguer,NA,,Pública,Complejo hotelero,No,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Autopista Ap-7 (Mrg.dcho.) Km. 613,2",0.063417,38.789861,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Comunidad Valenciana,Alicante,Villajoyosa/La Vila Joiosa,NA,,Pública,Complejo hotelero,No,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Autopista Ap-7 (Mrg.dcho.) Km. 655,4",-0.20225,38.535972,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Andalucía,Málaga,Antequera,NA,,Pública,Complejo hotelero,Sí,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",A-354 Km 11,-4.549972,37.022722,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Andalucía,Málaga,Almargen,NA,,Pública,Complejo hotelero,Sí,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",A-384 Km 44,-5.001444,37.005806,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Andalucía,Málaga,Casabermeja,NA,,Pública,Complejo hotelero,Sí,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","A-45 Km 147,8",-4.429333,36.897833,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Andalucía,Málaga,Mijas,NA,,Pública,Complejo hotelero,Sí,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Area, Arrabal Butiplaya La, 1",-4.682833,36.501889,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
Andalucía,Málaga,Algarrobo,NA,,Pública,Complejo hotelero,Sí,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Au A-7  277,8",-4.050556,36.760194,NA,https://drive.google.com/file/d/1CXnsp7TRdz5z-OIF7sdVQGlYd-n6tzR4/view?usp=share_link,https://drive.google.com/file/d/1X-GxXYbkgDjfmbrN0tOZ6jg0-ETNH03F/view?usp=share_link,https://drive.google.com/file/d/1GTd4dXMNjya-qGgTKZ6M50zuOW4d1LKi/view?usp=share_link,Benito,NA
Región de Murcia,Murcia,Mazarrón,NA,,Pública,Complejo hotelero,Sí,"Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",Autopista Ap-7 Km. 848,-1.366028,37.592722,NA,https://drive.google.com/file/d/1Wez9fUrHqZmP_HnQigh5OoHEXJSJFlG2/view?usp=share_link,https://drive.google.com/file/d/1UaeOf3tBDNXRFqvwdMnGAI_zummZUxT9/view?usp=share_link,https://drive.google.com/file/d/15I1Dhz7SZ2Y9cPp6Id5UdCsiUTvV9q21/view?usp=share_link,Benito,NA
